"","CustomerID","Frequency","LastTransactionDate","AvgAmount","TotalAmount","churn"
"1011","13772",3,2011-11-06,309.61,928.83,"0"
"1012","13774",1,2011-09-19,345,345,"1"
"1013","13777",17,2011-12-01,64.3435294117647,1093.84,"0"
"1014","13778",1,2011-08-28,178.7,178.7,"1"
"1015","13780",2,2011-12-02,137.105,274.21,"0"
"1016","13781",1,2011-04-03,127.84,127.84,"1"
"1017","13782",6,2011-11-27,152,912,"0"
"1018","13784",3,2011-05-05,30.3,90.9,"1"
"1019","13786",1,2010-12-07,109.2,109.2,"1"
"1020","13787",2,2011-09-25,154.52,309.04,"1"
"1021","13790",1,2011-12-05,348.8,348.8,"0"
"1022","13792",2,2011-10-04,97.775,195.55,"1"
"1023","13798",10,2011-12-08,31.117,311.17,"0"
"1024","13799",2,2011-08-15,276.48,552.96,"1"
"1025","13800",1,2011-02-03,439.82,439.82,"1"
"1026","13801",1,2011-10-04,324.8,324.8,"1"
"1027","13802",3,2011-07-24,105.906666666667,317.72,"1"
"1028","13803",1,2011-03-29,277.07,277.07,"1"
"1029","13804",7,2011-11-09,310.192857142857,2171.35,"0"
"1030","13805",2,2011-10-18,24.18,48.36,"1"
"1031","13806",1,2011-10-07,117.33,117.33,"1"
"1032","13807",1,2010-12-07,112.6,112.6,"1"
"1033","13808",5,2011-12-04,224.152,1120.76,"0"
"1034","13809",1,2011-02-07,116.8,116.8,"1"
"1035","13810",2,2011-11-11,223.43,446.86,"0"
"1036","13812",3,2011-10-28,179.666666666667,539,"0"
"1037","13813",4,2011-10-31,236.99,947.96,"0"
"1038","13814",2,2011-09-08,433.37,866.74,"1"
"1039","13815",4,2011-11-17,619.7,2478.8,"0"
"1040","13816",2,2011-11-16,212.31,424.62,"0"
"1041","13817",2,2011-11-10,173.49,346.98,"0"
"1042","13819",3,2011-02-11,114.45,343.35,"1"
"1043","13821",2,2011-07-18,192.82,385.64,"1"
"1044","13822",2,2011-12-04,238.75,477.5,"0"
"1045","13823",2,2011-11-21,281.2,562.4,"0"
"1046","13824",4,2011-11-07,108.4475,433.79,"0"
"1047","13826",1,2011-06-16,189.5,189.5,"1"
"1048","13827",3,2011-10-13,137.35,412.05,"1"
"1049","13828",1,2011-11-17,209.49,209.49,"0"
"1050","13831",2,2011-07-24,179.945,359.89,"1"
"1051","13832",1,2011-11-20,52.2,52.2,"0"
"1052","13833",1,2011-07-03,384.8,384.8,"1"
"1053","13835",4,2011-11-14,192.7425,770.97,"0"
"1054","13837",2,2011-05-12,76.67,153.34,"1"
"1055","13838",4,2011-12-04,172.9325,691.73,"0"
"1056","13842",9,2011-10-12,346.348888888889,3117.14,"1"
"1057","13844",1,2011-11-28,326.22,326.22,"0"
"1058","13845",1,2011-10-06,130.58,130.58,"1"
"1059","13846",3,2011-11-15,278.153333333333,834.46,"0"
"1060","13849",2,2011-10-19,733.275,1466.55,"1"
"1061","13850",1,2011-08-02,1564.88,1564.88,"1"
"1062","13851",3,2011-09-05,380.813333333333,1142.44,"1"
"1063","13853",1,2011-10-13,131.16,131.16,"1"
"1064","13854",18,2011-12-01,41.4083333333333,745.35,"0"
"1065","13856",3,2011-06-24,40.1,120.3,"1"
"1066","13858",1,2011-10-13,154.97,154.97,"1"
"1067","13859",1,2011-01-17,201.16,201.16,"1"
"1068","13860",5,2011-12-08,249.18,1245.9,"0"
"1069","13862",8,2011-11-21,256.545,2052.36,"0"
"1070","13863",1,2011-04-06,305.78,305.78,"1"
"1071","13865",4,2011-10-12,125.39,501.56,"1"
"1072","13866",1,2011-09-26,110.99,110.99,"1"
"1073","13867",3,2011-11-08,306.63,919.89,"0"
"1074","13868",1,2011-11-01,459.84,459.84,"0"
"1075","13869",4,2011-08-08,759.6625,3038.65,"1"
"1076","13870",8,2011-12-07,208.305,1666.44,"0"
"1077","13871",13,2011-11-17,386.946153846154,5030.3,"0"
"1078","13873",3,2011-08-12,129.866666666667,389.6,"1"
"1079","13874",1,2010-12-16,280.1,280.1,"1"
"1080","13875",5,2011-10-17,286.918,1434.59,"1"
"1081","13876",1,2011-10-07,122.7,122.7,"1"
"1082","13877",1,2011-09-14,17.4,17.4,"1"
"1083","13878",1,2011-10-16,418.96,418.96,"1"
"1084","13880",13,2011-11-18,200.313846153846,2604.08,"0"
"1085","13881",5,2011-10-04,144.816,724.08,"1"
"1086","13882",5,2011-12-07,189.856,949.28,"0"
"1087","13883",5,2011-11-29,430.216,2151.08,"0"
"1088","13884",5,2011-12-02,130.46,652.3,"0"
"1089","13885",2,2011-06-03,196.7,393.4,"1"
"1090","13886",1,2011-09-29,243.56,243.56,"1"
"1091","13887",1,2011-05-19,284.15,284.15,"1"
"1092","13888",2,2011-08-12,302.815,605.63,"1"
"1093","13889",1,2011-09-08,231.7,231.7,"1"
"1094","13890",10,2011-12-08,181.241,1812.41,"0"
"1095","13892",2,2011-10-06,146.325,292.65,"1"
"1096","13893",1,2011-02-15,287.5,287.5,"1"
"1097","13894",2,2011-11-16,221.65,443.3,"0"
"1098","13895",4,2011-11-11,478.48,1913.92,"0"
"1099","13897",1,2011-10-20,258.06,258.06,"0"
"1100","13898",1,2011-01-18,155.93,155.93,"1"
"1101","13899",2,2011-11-23,148.96,297.92,"0"
"1102","13900",3,2011-06-09,212.983333333333,638.95,"1"
"1103","13901",5,2011-09-28,439.142,2195.71,"1"
"1104","13904",2,2011-11-02,166.32,332.64,"0"
"1105","13908",4,2011-09-21,435.6975,1742.79,"1"
"1106","13911",9,2011-10-13,244.278888888889,2198.51,"1"
"1107","13914",2,2011-11-28,245.275,490.55,"0"
"1108","13917",2,2011-10-21,120.72,241.44,"0"
"1109","13918",2,2011-10-21,197.4,394.8,"0"
"1110","13919",2,2011-10-11,175.005,350.01,"1"
"1111","13922",1,2010-12-23,94.2,94.2,"1"
"1112","13923",1,2011-10-17,214.33,214.33,"1"
"1113","13924",6,2011-12-08,294.908333333333,1769.45,"0"
"1114","13925",4,2011-09-08,161.2625,645.05,"1"
"1115","13926",1,2011-11-16,113.1,113.1,"0"
"1116","13927",1,2011-09-26,307.39,307.39,"1"
"1117","13928",4,2011-11-29,107.2925,429.17,"0"
"1118","13929",2,2011-06-23,16.275,32.55,"1"
"1119","13930",2,2011-10-13,148.87,297.74,"1"
"1120","13931",2,2011-09-05,453.285,906.57,"1"
"1121","13932",1,2011-02-18,212.2,212.2,"1"
"1122","13933",2,2011-08-22,166.095,332.19,"1"
"1123","13934",1,2011-03-21,396.9,396.9,"1"
"1124","13936",1,2011-06-13,344.98,344.98,"1"
"1125","13937",1,2011-06-23,97.65,97.65,"1"
"1126","13938",1,2011-11-04,71.66,71.66,"0"
"1127","13939",3,2011-11-16,177.716666666667,533.15,"0"
"1128","13940",4,2011-11-22,167.065,668.26,"0"
"1129","13941",4,2011-11-18,37.05,148.2,"0"
"1130","13946",3,2011-09-21,21.35,64.05,"1"
"1131","13947",1,2011-10-05,90.6,90.6,"1"
"1132","13948",1,2010-12-14,23.4,23.4,"1"
"1133","13949",6,2011-12-07,326.968333333333,1961.81,"0"
"1134","13950",4,2011-11-28,129.7,518.8,"0"
"1135","13951",3,2011-06-16,212.096666666667,636.29,"1"
"1136","13952",2,2011-05-06,878.7605,1757.521,"1"
"1137","13953",2,2011-12-02,91.24,182.48,"0"
"1138","13954",2,2011-12-08,187.06,374.12,"0"
"1139","13955",2,2011-07-08,135.98,271.96,"1"
"1140","13956",5,2011-12-04,195.482,977.41,"0"
"1141","13959",3,2011-09-21,185.233333333333,555.7,"1"
"1142","13960",2,2011-11-18,79.71,159.42,"0"
"1143","13962",2,2011-11-18,84.775,169.55,"0"
"1144","13963",4,2011-02-04,141.185,564.74,"1"
"1145","13969",18,2011-12-02,345.462777777778,6218.33,"0"
"1146","13971",8,2011-11-21,292.3625,2338.9,"0"
"1147","13972",2,2011-09-30,95.125,190.25,"1"
"1148","13973",1,2011-02-25,157.7,157.7,"1"
"1149","13974",1,2011-10-21,413.59,413.59,"0"
"1150","13975",6,2011-11-08,362.161666666667,2172.97,"0"
"1151","13976",1,2011-05-17,109.82,109.82,"1"
"1152","13978",1,2011-10-25,118.43,118.43,"0"
"1153","13979",1,2011-09-27,869.87,869.87,"1"
"1154","13980",1,2011-10-10,113.14,113.14,"1"
"1155","13982",4,2011-10-31,325.9025,1303.61,"0"
"1156","13983",9,2011-10-31,117.34,1056.06,"0"
"1157","13984",4,2011-11-13,59.9075,239.63,"0"
"1158","13985",15,2011-12-05,346.98,5204.7,"0"
"1159","13986",1,2011-11-22,165.42,165.42,"0"
"1160","13988",6,2011-11-20,567.186666666667,3403.12,"0"
"1161","13989",2,2011-10-05,262.28,524.56,"1"
"1162","13990",1,2011-05-10,239.9,239.9,"1"
"1163","13991",6,2011-11-27,130.795,784.77,"0"
"1164","13992",1,2011-11-09,76.8,76.8,"0"
"1165","13993",9,2011-10-28,193.631111111111,1742.68,"0"
"1166","13994",6,2011-12-06,324.25,1945.5,"0"
"1167","13995",5,2011-11-24,265.058,1325.29,"0"
"1168","13999",12,2011-11-29,240.140833333333,2881.69,"0"
"1169","14000",1,2011-05-12,75.6,75.6,"1"
"1170","14001",3,2011-10-25,138.066666666667,414.2,"0"
"1171","14002",2,2011-07-28,264.865,529.73,"1"
"1172","14004",7,2011-10-27,329.757142857143,2308.3,"0"
"1173","14005",5,2011-11-30,186.064,930.32,"0"
"1174","14006",3,2011-08-16,117.283333333333,351.85,"1"
"1175","14009",2,2011-05-25,347.805,695.61,"1"
"1176","14012",1,2011-03-07,82.2,82.2,"1"
"1177","14013",3,2011-08-21,144.473333333333,433.42,"1"
"1178","14014",1,2011-09-23,505.18,505.18,"1"
"1179","14015",1,2011-10-18,151.5,151.5,"1"
"1180","14016",4,2011-07-01,559.6675,2238.67,"1"
"1181","14019",3,2011-10-24,322.27,966.81,"0"
"1182","14020",2,2011-11-23,267.2,534.4,"0"
"1183","14021",2,2011-07-07,162.85,325.7,"1"
"1184","14022",1,2011-04-28,374,374,"1"
"1185","14023",2,2011-12-02,269.76,539.52,"0"
"1186","14024",2,2011-08-10,148.55,297.1,"1"
"1187","14027",1,2011-10-10,104.82,104.82,"1"
"1188","14029",2,2011-10-07,95.73,191.46,"1"
"1189","14030",8,2011-11-21,212.43,1699.44,"0"
"1190","14031",14,2011-12-02,98.9064285714286,1384.69,"0"
"1191","14032",10,2011-11-23,192.295,1922.95,"0"
"1192","14034",3,2011-11-17,127.806666666667,383.42,"0"
"1193","14035",5,2011-11-11,136.48,682.4,"0"
"1194","14036",1,2011-02-28,594.85,594.85,"1"
"1195","14037",2,2011-06-16,73.6,147.2,"1"
"1196","14038",3,2011-09-22,506.926666666667,1520.78,"1"
"1197","14039",1,2011-11-06,82.6,82.6,"0"
"1198","14040",12,2011-10-30,175.9475,2111.37,"0"
"1199","14041",1,2011-03-18,64.46,64.46,"1"
"1200","14044",4,2011-11-13,150.7175,602.87,"0"
"1201","14046",1,2011-02-28,114.67,114.67,"1"
"1202","14047",5,2011-12-01,69.634,348.17,"0"
"1203","14048",1,2011-02-07,409.93,409.93,"1"
"1204","14049",4,2011-11-23,1109.2175,4436.87,"0"
"1205","14050",2,2011-11-08,373.18,746.36,"0"
"1206","14051",17,2011-12-09,59.2170588235294,1006.69,"0"
"1207","14052",1,2011-11-20,225.36,225.36,"0"
"1208","14053",1,2011-07-03,41.75,41.75,"1"
"1209","14054",1,2011-10-05,92.46,92.46,"1"
"1210","14055",1,2011-08-25,95.04,95.04,"1"
"1211","14056",23,2011-12-08,304.738695652174,7008.99,"0"
"1212","14057",16,2011-11-16,195.40125,3126.42,"0"
"1213","14059",1,2011-03-18,132.6,132.6,"1"
"1214","14060",18,2011-12-05,113.255555555556,2038.6,"0"
"1215","14062",6,2011-11-30,75.755,454.53,"0"
"1216","14064",5,2011-11-10,143.068,715.34,"0"
"1217","14066",1,2011-03-18,78.6,78.6,"1"
"1218","14067",2,2011-10-07,187.35,374.7,"1"
"1219","14068",1,2011-01-23,225.35,225.35,"1"
"1220","14071",8,2011-12-06,156.92625,1255.41,"0"
"1221","14073",1,2011-11-07,151.04,151.04,"0"
"1222","14075",3,2011-12-05,202.826666666667,608.48,"0"
"1223","14076",1,2011-08-02,122.47,122.47,"1"
"1224","14077",4,2011-09-22,73.675,294.7,"1"
"1225","14078",6,2011-08-30,50.79,304.74,"1"
"1226","14079",1,2011-08-07,117,117,"1"
"1227","14080",1,2011-11-07,45.6,45.6,"0"
"1228","14081",2,2011-02-10,467.26,934.52,"1"
"1229","14082",1,2010-12-10,182.25,182.25,"1"
"1230","14083",9,2011-12-05,113.158888888889,1018.43,"0"
"1231","14085",18,2011-12-07,218.660555555556,3935.89,"0"
"1232","14087",1,2011-12-07,194.42,194.42,"0"
"1233","14088",9,2011-11-29,203.472222222222,1831.25,"0"
"1234","14089",1,2011-10-14,129.8,129.8,"1"
"1235","14092",14,2011-12-02,214.562142857143,3003.87,"0"
"1236","14093",1,2011-11-27,442.85,442.85,"0"
"1237","14096",17,2011-12-05,2139.17588235294,36365.99,"0"
"1238","14098",1,2011-11-03,86.15,86.15,"0"
"1239","14099",11,2011-11-23,228.662727272727,2515.29,"0"
"1240","14100",1,2011-07-25,194.9,194.9,"1"
"1241","14101",1,2011-02-18,28.15,28.15,"1"
"1242","14102",5,2011-12-04,154.156,770.78,"0"
"1243","14104",2,2011-07-08,48.655,97.31,"1"
"1244","14105",1,2011-04-14,1042.52,1042.52,"1"
"1245","14107",7,2011-10-19,258.86,1812.02,"1"
"1246","14108",2,2011-11-09,251.555,503.11,"0"
"1247","14109",1,2011-09-28,144.2,144.2,"1"
"1248","14110",10,2011-11-03,219.259,2192.59,"0"
"1249","14111",3,2011-11-25,13.4,40.2,"0"
"1250","14112",6,2011-11-17,432.911666666667,2597.47,"0"
"1251","14113",4,2011-12-06,104.855,419.42,"0"
"1252","14114",1,2011-01-13,195.13,195.13,"1"
"1253","14116",5,2011-11-20,213.132,1065.66,"0"
"1254","14117",1,2011-07-19,90,90,"1"
"1255","14121",4,2011-12-06,581.2325,2324.93,"0"
"1256","14124",1,2011-09-16,48.08,48.08,"1"
"1257","14125",3,2011-11-29,851.25,2553.75,"0"
"1258","14126",1,2011-11-29,142.55,142.55,"0"
"1259","14127",3,2011-08-09,236.57,709.71,"1"
"1260","14128",2,2011-10-10,318.75,637.5,"1"
"1261","14129",5,2011-12-08,169.032,845.16,"0"
"1262","14130",1,2011-01-24,443.06,443.06,"1"
"1263","14132",11,2011-12-07,243.217272727273,2675.39,"0"
"1264","14133",3,2011-08-02,144.496666666667,433.49,"1"
"1265","14135",14,2011-12-08,110.785714285714,1551,"0"
"1266","14138",2,2011-12-08,398.49,796.98,"0"
"1267","14139",1,2011-10-24,354.62,354.62,"0"
"1268","14140",2,2011-12-06,452.225,904.45,"0"
"1269","14141",4,2011-12-07,175.3075,701.23,"0"
"1270","14142",1,2010-12-01,311.81,311.81,"1"
"1271","14143",1,2011-07-29,115.8,115.8,"1"
"1272","14146",5,2011-12-01,632.2,3161,"0"
"1273","14147",1,2011-09-22,15,15,"1"
"1274","14148",1,2011-04-20,29.7,29.7,"1"
"1275","14149",1,2011-05-03,446.62,446.62,"1"
"1276","14150",2,2011-11-04,149.04,298.08,"0"
"1277","14152",2,2011-09-25,310.645,621.29,"1"
"1278","14154",2,2011-04-14,398.26,796.52,"1"
"1279","14155",1,2011-03-18,118.75,118.75,"1"
"1280","14156",34,2011-11-30,327.335,11129.39,"0"
"1281","14157",2,2011-11-20,198.74,397.48,"0"
"1282","14158",1,2011-10-30,473.66,473.66,"0"
"1283","14159",11,2011-11-20,422.000909090909,4642.01,"0"
"1284","14161",3,2011-05-08,334.406666666667,1003.22,"1"
"1285","14162",2,2011-06-19,124.28,248.56,"1"
"1286","14163",4,2011-09-13,96.0775,384.31,"1"
"1287","14164",1,2011-09-20,308.4,308.4,"1"
"1288","14165",1,2011-03-09,122.54,122.54,"1"
"1289","14167",4,2011-10-31,143.71,574.84,"0"
"1290","14171",1,2011-09-02,363.79,363.79,"1"
"1291","14173",4,2011-11-29,59.71,238.84,"0"
"1292","14174",1,2011-11-06,134.46,134.46,"0"
"1293","14175",3,2011-10-11,677.716666666667,2033.15,"1"
"1294","14176",3,2011-02-15,134.9,404.7,"1"
"1295","14177",3,2011-09-05,86.5366666666667,259.61,"1"
"1296","14178",7,2011-12-01,223.075714285714,1561.53,"0"
"1297","14179",2,2011-10-30,342.49,684.98,"0"
"1298","14180",25,2011-11-29,144.5888,3614.72,"0"
"1299","14184",1,2011-10-04,380.09,380.09,"1"
"1300","14185",1,2011-01-12,32.65,32.65,"1"
"1301","14188",6,2011-11-09,67.71,406.26,"0"
"1302","14189",15,2011-12-07,247.266,3708.99,"0"
"1303","14191",13,2011-12-08,300.087692307692,3901.14,"0"
"1304","14193",2,2011-10-03,350.095,700.19,"1"
"1305","14194",20,2011-12-05,452.7,9054,"0"
"1306","14196",1,2011-08-25,90.72,90.72,"1"
"1307","14198",4,2011-11-21,156.2,624.8,"0"
"1308","14199",1,2011-05-05,10.2,10.2,"1"
"1309","14201",7,2011-10-10,76.5885714285714,536.12,"1"
"1310","14204",1,2011-12-07,161.03,161.03,"0"
"1311","14205",2,2011-11-23,183.85,367.7,"0"
"1312","14206",1,2011-04-14,328.16,328.16,"1"
"1313","14208",1,2011-09-06,151.74,151.74,"1"
"1314","14209",6,2011-11-29,164.175,985.05,"0"
"1315","14210",6,2011-08-26,274.706666666667,1648.24,"1"
"1316","14211",9,2011-10-17,188.437777777778,1695.94,"1"
"1317","14214",5,2011-11-09,194.096,970.48,"0"
"1318","14215",6,2011-11-28,263.92,1583.52,"0"
"1319","14216",4,2011-12-06,212.7875,851.15,"0"
"1320","14217",17,2011-12-08,90.3411764705882,1535.8,"0"
"1321","14218",1,2011-10-28,169.48,169.48,"0"
"1322","14219",1,2011-12-05,89.94,89.94,"0"
"1323","14220",2,2011-04-06,122.185,244.37,"1"
"1324","14221",9,2011-10-28,321.026666666667,2889.24,"0"
"1325","14222",1,2011-06-15,601.57,601.57,"1"
"1326","14223",3,2011-09-08,317.176666666667,951.53,"1"
"1327","14224",4,2011-08-21,220.1925,880.77,"1"
"1328","14226",5,2011-11-11,134.358,671.79,"0"
"1329","14227",10,2011-11-13,276.316,2763.16,"0"
"1330","14229",3,2011-10-19,127.113333333333,381.34,"1"
"1331","14231",3,2011-06-09,270.376666666667,811.13,"1"
"1332","14232",5,2011-10-28,302.778,1513.89,"0"
"1333","14233",4,2011-10-21,87.715,350.86,"0"
"1334","14234",4,2011-11-17,174.965,699.86,"0"
"1335","14235",5,2011-09-25,162.24,811.2,"1"
"1336","14236",2,2011-09-20,90.03,180.06,"1"
"1337","14237",1,2010-12-01,127.1,127.1,"1"
"1338","14238",1,2011-01-17,146.85,146.85,"1"
"1339","14239",10,2011-10-27,170.55,1705.5,"0"
"1340","14240",2,2011-11-09,295.995,591.99,"0"
"1341","14241",1,2011-06-09,147.3,147.3,"1"
"1342","14242",2,2011-04-19,140.275,280.55,"1"
"1343","14243",10,2011-12-01,200.327,2003.27,"0"
"1344","14245",2,2011-05-04,770.825,1541.65,"1"
"1345","14246",3,2011-08-21,443.54,1330.62,"1"
"1346","14247",1,2011-03-06,136.77,136.77,"1"
"1347","14248",1,2011-01-25,98.58,98.58,"1"
"1348","14250",3,2011-12-02,589.283333333333,1767.85,"0"
"1349","14251",5,2011-12-08,207.492,1037.46,"0"
"1350","14256",2,2011-03-24,391.33,782.66,"1"
"1351","14257",5,2011-10-06,278.958,1394.79,"1"
"1352","14258",3,2011-07-11,35.4,106.2,"1"
"1353","14259",1,2011-07-21,47.4,47.4,"1"
"1354","14261",2,2011-10-20,375.995,751.99,"0"
"1355","14262",8,2011-12-01,279.57625,2236.61,"0"
"1356","14264",2,2011-07-08,125.485,250.97,"1"
"1357","14265",2,2011-08-22,265.09,530.18,"1"
"1358","14267",3,2011-06-30,223.18,669.54,"1"
"1359","14270",1,2011-01-12,460.85,460.85,"1"
"1360","14271",1,2011-04-28,112.32,112.32,"1"
"1361","14272",2,2011-09-27,185.84,371.68,"1"
"1362","14273",4,2011-10-19,129.5925,518.37,"1"
"1363","14276",3,2011-09-02,344.43,1033.29,"1"
"1364","14277",3,2011-11-24,898.103333333333,2694.31,"0"
"1365","14280",1,2011-05-27,134.04,134.04,"1"
"1366","14282",15,2011-12-06,133.169333333333,1997.54,"0"
"1367","14284",2,2011-11-09,281.725,563.45,"0"
"1368","14285",4,2011-11-18,56.9075,227.63,"0"
"1369","14286",3,2011-11-16,1243.97666666667,3731.93,"0"
"1370","14287",3,2011-12-01,48.4766666666667,145.43,"0"
"1371","14288",1,2011-05-10,225.6,225.6,"1"
"1372","14289",6,2011-12-01,121.426666666667,728.56,"0"
"1373","14290",5,2011-11-28,300.948,1504.74,"0"
"1374","14291",11,2011-12-08,315.504545454545,3470.55,"0"
"1375","14292",9,2011-12-02,130.225555555556,1172.03,"0"
"1376","14293",4,2011-12-06,200.44,801.76,"0"
"1377","14295",1,2011-10-30,65.4,65.4,"0"
"1378","14297",4,2011-11-22,209.8325,839.33,"0"
"1379","14298",39,2011-12-01,484.098717948718,18879.85,"0"
"1380","14299",8,2011-12-01,259.8475,2078.78,"0"
"1381","14300",1,2011-11-21,43.2,43.2,"0"
"1382","14301",1,2011-08-14,82.8,82.8,"1"
"1383","14304",1,2011-05-01,236.75,236.75,"1"
"1384","14305",3,2011-09-29,492.693333333333,1478.08,"1"
"1385","14306",2,2011-10-19,108.16,216.32,"1"
"1386","14307",6,2011-09-12,445.298333333333,2671.79,"1"
"1387","14309",9,2011-12-01,166.827777777778,1501.45,"0"
"1388","14311",1,2011-04-11,310.26,310.26,"1"
"1389","14312",6,2011-10-24,226.698333333333,1360.19,"0"
"1390","14314",1,2011-08-25,73.2,73.2,"1"
"1391","14315",6,2011-10-26,212.425,1274.55,"0"
"1392","14317",1,2011-10-06,407.9,407.9,"1"
"1393","14320",2,2011-05-17,221.195,442.39,"1"
"1394","14321",5,2011-11-29,276.27,1381.35,"0"
"1395","14323",2,2011-08-17,284.83,569.66,"1"
"1396","14326",1,2011-04-11,123.85,123.85,"1"
"1397","14327",1,2011-06-29,148.15,148.15,"1"
"1398","14329",7,2011-11-22,531.031428571429,3717.22,"0"
"1399","14331",2,2011-08-07,214.33,428.66,"1"
"1400","14332",3,2011-11-17,79.49,238.47,"0"
"1401","14333",1,2011-10-03,213.2,213.2,"1"
"1402","14334",8,2011-11-23,300.55125,2404.41,"0"
"1403","14335",2,2011-11-23,234.13,468.26,"0"
"1404","14336",4,2011-11-23,318.0575,1272.23,"0"
"1405","14338",2,2011-07-01,268.61,537.22,"1"
"1406","14339",1,2011-04-11,248.32,248.32,"1"
"1407","14340",1,2011-05-05,99.3,99.3,"1"
"1408","14341",8,2011-10-25,252.61,2020.88,"0"
"1409","14342",4,2011-11-18,65,260,"0"
"1410","14344",8,2011-08-04,80.54125,644.33,"1"
"1411","14345",1,2011-11-01,69.38,69.38,"0"
"1412","14346",2,2011-08-11,452.39,904.78,"1"
"1413","14348",1,2011-03-24,271.87,271.87,"1"
"1414","14349",1,2011-11-29,133.5,133.5,"0"
"1415","14350",1,2011-03-10,247.53,247.53,"1"
"1416","14352",4,2011-07-05,168.9025,675.61,"1"
"1417","14353",1,2011-05-08,90.6,90.6,"1"
"1418","14354",2,2011-12-04,63.09,126.18,"0"
"1419","14355",1,2010-12-09,174.4,174.4,"1"
"1420","14356",2,2011-09-21,260.915,521.83,"1"
"1421","14357",1,2011-10-27,225.77,225.77,"0"
"1422","14359",3,2011-11-20,304.06,912.18,"0"
"1423","14360",4,2011-11-08,393.055,1572.22,"0"
"1424","14362",1,2011-11-17,161.2,161.2,"0"
"1425","14364",8,2011-08-23,73.5375,588.3,"1"
"1426","14367",16,2011-12-01,433.8675,6941.88,"0"
"1427","14368",1,2011-01-24,155,155,"1"
"1428","14371",1,2011-02-17,60.9,60.9,"1"
"1429","14373",1,2010-12-16,76.55,76.55,"1"
"1430","14375",1,2011-06-07,257.68,257.68,"1"
"1431","14377",1,2011-06-01,57.7,57.7,"1"
"1432","14379",2,2011-10-26,174.05,348.1,"0"
"1433","14381",1,2011-10-18,202.68,202.68,"1"
"1434","14382",1,2011-11-13,594.87,594.87,"0"
"1435","14383",3,2011-11-01,291.98,875.94,"0"
"1436","14385",3,2011-11-30,67.37,202.11,"0"
"1437","14386",1,2011-02-16,80,80,"1"
"1438","14387",3,2011-11-07,496.313333333333,1488.94,"0"
"1439","14388",8,2011-11-29,361.63,2893.04,"0"
"1440","14389",2,2011-10-05,269.33,538.66,"1"
"1441","14390",9,2011-11-29,302.333333333333,2721,"0"
"1442","14393",1,2011-05-05,67.95,67.95,"1"
"1443","14395",9,2011-12-07,364.612222222222,3281.51,"0"
"1444","14396",2,2011-10-05,243.995,487.99,"1"
"1445","14397",17,2011-12-07,56.6729411764706,963.44,"0"
"1446","14400",1,2011-07-13,326.48,326.48,"1"
"1447","14401",13,2011-12-05,148.06,1924.78,"0"
"1448","14403",2,2011-05-06,32.175,64.35,"1"
"1449","14404",6,2011-11-06,151.528333333333,909.17,"0"
"1450","14406",1,2011-08-12,126.15,126.15,"1"
"1451","14407",6,2011-08-24,156.646666666667,939.88,"1"
"1452","14408",7,2011-11-29,128.63,900.41,"0"
"1453","14409",4,2011-09-29,171.08,684.32,"1"
"1454","14410",9,2011-09-08,113.341111111111,1020.07,"1"
"1455","14412",2,2011-10-28,291.075,582.15,"0"
"1456","14413",1,2010-12-12,122.7,122.7,"1"
"1457","14414",7,2011-09-09,183.202857142857,1282.42,"1"
"1458","14415",13,2011-12-08,428.894615384615,5575.63,"0"
"1459","14416",2,2011-11-17,94.75,189.5,"0"
"1460","14418",3,2011-12-06,500.053333333333,1500.16,"0"
"1461","14419",6,2011-11-29,176.343333333333,1058.06,"0"
"1462","14420",1,2011-09-01,387.52,387.52,"1"
"1463","14421",2,2011-10-13,139.98,279.96,"1"
"1464","14422",6,2011-12-09,522.463333333333,3134.78,"0"
"1465","14423",1,2011-05-05,20.4,20.4,"1"
"1466","14426",10,2011-11-16,316.083,3160.83,"0"
"1467","14427",1,2011-10-07,205.58,205.58,"1"
"1468","14428",5,2011-12-02,217.142,1085.71,"0"
"1469","14431",1,2011-02-10,249.26,249.26,"1"
"1470","14432",6,2011-11-30,331.685,1990.11,"0"
"1471","14436",1,2011-09-02,89.06,89.06,"1"
"1472","14437",1,2010-12-09,63,63,"1"
"1473","14438",1,2011-02-06,131.9,131.9,"1"
"1474","14439",1,2011-01-24,49.5,49.5,"1"
"1475","14440",5,2011-12-01,67.296,336.48,"0"
"1476","14441",4,2011-12-09,150.8525,603.41,"0"
"1477","14442",2,2011-05-19,378.96,757.92,"1"
"1478","14443",4,2011-10-17,346.0625,1384.25,"1"
"1479","14446",4,2011-12-09,259.895,1039.58,"0"
"1480","14447",5,2011-11-21,205.766,1028.83,"0"
"1481","14448",1,2010-12-10,102.35,102.35,"1"
"1482","14449",4,2011-11-21,226.775,907.1,"0"
"1483","14450",3,2011-06-12,161.083333333333,483.25,"1"
"1484","14451",2,2011-10-10,331.295,662.59,"1"
"1485","14452",2,2011-11-29,132.22,264.44,"0"
"1486","14453",1,2011-06-02,119.93,119.93,"1"
"1487","14456",9,2011-12-04,340.266666666667,3062.4,"0"
"1488","14457",1,2011-02-02,35.04,35.04,"1"
"1489","14459",1,2011-07-07,170.8,170.8,"1"
"1490","14460",3,2011-08-21,81.18,243.54,"1"
"1491","14461",3,2011-07-14,542.833333333333,1628.5,"1"
"1492","14462",10,2011-10-04,182.908,1829.08,"1"
"1493","14463",1,2011-06-22,15,15,"1"
"1494","14465",3,2011-04-07,165.773333333333,497.32,"1"
